"","INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","INSTURL","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","OPEID","SAT_AVG","SATMTMID","SATVRMID","SATWRMID","PCT_WHITE","PCT_BLACK","PCT_ASIAN","PCT_HISPANIC"
"5879","Unitek College","Fremont","CA","37.50904","-121.961761","NULL","NULL","NULL","NULL","unitekcollege.edu/","NULL","33110","33110",4169700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5880","Gurnick Academy of Medical Arts","San Mateo","CA","37.547377","-122.307618","NULL","NULL","NULL","NULL","www.gurnick.edu","NULL","NULL","NULL",4169800,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5881","Southern California University SOMA","Los Angeles","CA","34.06125","-118.300056","NULL","NULL","NULL","NULL","www.scusoma.edu","NULL","NULL","NULL",4172000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5882","Paul Mitchell the School-East Bay","Pleasant Hill","CA","37.94492","-122.061226","NULL","NULL","NULL","NULL","paulmitchell.edu/eastbay/financial-aid","NULL","NULL","NULL",4175200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5883","South University-Richmond","Glen Allen","VA","37.64706","-77.599967","NULL","NULL","NULL","NULL","www.southuniversity.edu/richmond#location=Richmond,%20VA","NULL","17331","17331",1303910,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5884","South University-Virginia Beach","Virginia Beach","VA","36.8336","-76.124288","NULL","NULL","NULL","NULL","www.southuniversity.edu/virginia-beach#location=Virginia%20Beach,%20VA","NULL","17330","17330",1303911,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5885","Aveda Institute-Denver","Denver","CO","39.745214","-104.992758","NULL","NULL","NULL","NULL","www.avedainstitutedenver.com/","NULL","NULL","NULL",4167100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5886","Paul Mitchell the School-Colorado Springs","Colorado Springs","CO","38.832889","-104.828339","NULL","NULL","NULL","NULL","paulmitchell.edu/coloradosprings","NULL","NULL","NULL",4170200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5887","The Salon Professional Academy-Colorado Springs","Colorado Springs","CO","38.896966","-104.750884","NULL","NULL","NULL","NULL","www.thesalonprofessionalacademycoloradosprings.com","NULL","NULL","NULL",4173800,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5888","Paul Mitchell the School-Delaware","Newark","DE","39.62274","-75.680231","NULL","NULL","NULL","NULL","paulmitchell.edu/delaware","NULL","NULL","NULL",4171100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5889","Future-Tech Institute","Miami","FL","25.7646","-80.251401","NULL","NULL","NULL","NULL","www.futuretechinstitute.com/","NULL","6840","6840",4116400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5890","Fred K Marchman Technical College","New Port Richey","FL","28.271196","-82.691779","NULL","NULL","NULL","NULL","mtec.pasco.k12.fl.us/","NULL","NULL","NULL",4146300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5891","The Salon Professional Academy-Ft Myers","Fort Myers","FL","26.595568","-81.887326","NULL","NULL","NULL","NULL","www.thesalonprofessionalacademyftmyers.com","NULL","NULL","NULL",4167300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5892","SOLEX College","Wheeling","IL","42.14041","-87.906669","NULL","NULL","NULL","NULL","www.solex.edu/","NULL","NULL","NULL",4168500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5893","Unity Cosmetology College","Pontiac","IL","40.88311","-88.638461","NULL","NULL","NULL","NULL","www.unitycosmetologycollege.com","NULL","NULL","NULL",4170800,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5894","Universal Spa Training Academy","Downers Grove","IL","41.796008","-87.99384","NULL","NULL","NULL","NULL","www.spatrainingacademy.edu","NULL","NULL","NULL",4175000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5895","The Salon Professional Academy-Evansville","Evansville","IN","37.98732","-87.483521","NULL","NULL","NULL","NULL","www.tspaevansville.com","NULL","NULL","NULL",4172700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5896","Tri County Regional Vocational Technical High School","Franklin","MA","42.094957","-71.421577","NULL","NULL","NULL","NULL","www.tri-county.us","NULL","NULL","NULL",4122000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5897","Compass College of Cinematic Arts","Grand Rapids","MI","42.961875","-85.667065","NULL","NULL","NULL","NULL","compass.edu","0.9828","15300","15300",4163300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5898","Nova Academy of Cosmetology","Rochester","MN","44.08537","-92.509748","NULL","NULL","NULL","NULL","www.nova-academy.com","NULL","NULL","NULL",4157600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5899","Starting Points Inc","Jersey City","NJ","40.729634","-74.069533","NULL","NULL","NULL","NULL","www.startingpoints.edu/","NULL","10822","10822",4154500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5900","SAE Institute of Technology-New York","New York","NY","40.741353","-73.999073","NULL","NULL","NULL","NULL","newyork.sae.edu/en-us/home/","NULL","NULL","NULL",3988300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5901","The Artisan College of Cosmetology","Findlay","OH","41.051725","-83.61816","NULL","NULL","NULL","NULL","www.artisancollege.edu","NULL","NULL","NULL",4167700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5902","Sage School of Massage & Esthetics","Bend","OR","44.06734","-121.301191","NULL","NULL","NULL","NULL","https://www.sageschoolofmassage.com/","NULL","NULL","NULL",4167400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5903","Peloton College","Dallas","TX","32.861997","-96.769353","NULL","NULL","NULL","NULL","www.pelotoncollege.edu","NULL","NULL","NULL",4168700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5904","Salon & Spa Institute","Brownsville","TX","25.938911","-97.508606","NULL","NULL","NULL","NULL","www.ssi.edu","NULL","NULL","NULL",4169000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5905","American Beauty Academy","Payson","UT","40.034634","-111.733488","NULL","NULL","NULL","NULL","www.americanbeauty.edu","NULL","NULL","NULL",4169900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5906","Summit Salon Academy","Tacoma","WA","47.223485","-122.472325","NULL","NULL","NULL","NULL","www.summitsalonacademy.edu","NULL","NULL","NULL",4170100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5907","Paul Mitchell the School-Milwaukee","Pawaukee","WI","43.044227","-88.257785","NULL","NULL","NULL","NULL","paulmitchell.edu/milwaukee","NULL","NULL","NULL",4165300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5908","Touro University Worldwide","Los Alamitos","CA","33.808683","-118.057754","NULL","NULL","NULL","NULL","www.tuw.edu","NULL","14600","14600",4142500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5909","Touro University California","Vallejo","CA","38.085479","-122.263949","NULL","NULL","NULL","NULL","www.tu.edu/","NULL","NULL","NULL",4142600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5910","The Chicago School of Professional Psychology at Washington DC","Washington","DC","38.90163","-77.033071","NULL","NULL","NULL","NULL","www.thechicagoschool.edu","NULL","NULL","NULL",2155306,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5911","Touro University Nevada","Henderson","NV","36.043189","-115.024012","NULL","NULL","NULL","NULL","www.tun.touro.edu/","NULL","NULL","NULL",4142601,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5912","Herzing University-Kenosha","Kenosha","WI","42.603889","-87.857452","NULL","NULL","NULL","NULL","www.herzing.edu/","1","13390","13390",962103,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5913","Herzing University-Brookfield","Brookfield","WI","43.027347","-88.115656","NULL","NULL","NULL","NULL","www.herzing.edu/","1","13390","13390",962104,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5914","Texas A&M University-San Antonio","San Antonio","TX","29.304762","-98.52417","18","17","18","NULL","www.tamusa.edu","0.3873","6562","15982",4248500,"860","435","430","NULL","NULL","NULL","NULL","NULL"
"5915","Fortis Institute-Houston","Houston","TX","29.93744","-95.395051","NULL","NULL","NULL","NULL","www.fortis.edu/campuses/training-program-450-n-sam-houston-parkway-e-houston-tx.aspx","NULL","NULL","NULL",3424401,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5916","Southern Careers Institute-Brownsville","Brownsville","TX","25.936988","-97.501124","NULL","NULL","NULL","NULL","www.scitexas.edu","NULL","NULL","NULL",3035305,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5917","Southern Careers Institute-Harlingen","Harlingen","TX","26.20385","-97.675281","NULL","NULL","NULL","NULL","www.scitexas.edu","NULL","NULL","NULL",3035306,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5918","Strayer University-Global Region","Washington","DC","38.90485","-77.034001","NULL","NULL","NULL","NULL","www.strayer.edu","NULL","12975","12975",145900,"NULL","NULL","NULL","NULL","59.6699981689453","32.1500015258789","3.07999992370605","5.88000011444091"
"5919","Strayer University-Global Region","Washington","DC","38.90485","-77.034001","NULL","NULL","NULL","NULL","www.strayer.edu","NULL","12975","12975",145900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5920","Kenneth Shuler School of Cosmetology-Florence","Florence","SC","34.238425","-79.80945","NULL","NULL","NULL","NULL","www.kennethshuler.com","NULL","NULL","NULL",3052301,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5921","Fortis College-Columbia","Columbia","SC","34.01512","-81.081809","NULL","NULL","NULL","NULL","www.fortis.edu/","NULL","16184","16184",1031906,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5922","Brown Mackie College-Albuquerque","Albuquerque","NM","35.079329","-106.527075","NULL","NULL","NULL","NULL","www.brownmackie.edu/","NULL","NULL","NULL",4051330,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5923","Brown Mackie College-St Louis","Fenton","MO","38.54435","-90.43652","NULL","NULL","NULL","NULL","www.brownmackie.edu/locations/st-louis","NULL","NULL","NULL",4051329,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5924","Avant Gard The School","Brownsburg","IN","39.836723","-86.378861","NULL","NULL","NULL","NULL","www.avantgardtheschool.com","NULL","NULL","NULL",4171700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5925","California University of Management and Sciences","Anaheim","CA","33.842052","-117.941996","NULL","NULL","NULL","NULL","www.calums.edu","NULL","9570","9570",4133100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5926","Ross Medical Education Center-Davison","Davison","MI","43.021829","-83.516551","NULL","NULL","NULL","NULL","www.rosseducation.edu","NULL","NULL","NULL",2339703,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5927","Ross Medical Education Center-Granger","Granger","IN","41.717835","-86.174277","NULL","NULL","NULL","NULL","www.rosseducation.edu","NULL","NULL","NULL",2180108,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5928","Ross Medical Education Center-Niles","Niles","OH","41.212037","-80.746465","NULL","NULL","NULL","NULL","www.rosseducation.edu","NULL","NULL","NULL",2533603,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5929","Ross Medical Education Center-Canton","Canton","MI","42.324442","-83.482675","NULL","NULL","NULL","NULL","www.rosseducation.edu","NULL","NULL","NULL",2099705,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5930","Pima Medical Institute-Houston","Houston","TX","29.78295","-95.548461","NULL","NULL","NULL","NULL","pmi.edu","NULL","NULL","NULL",2217118,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5931","Illinois Media School-Chicago Campus","Chicago","IL","41.87496","-87.627971","NULL","NULL","NULL","NULL","www.beonair.com/chicago","NULL","NULL","NULL",3101801,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5932","South Texas Vocational Technical Institute-San Antonio","San Antonio","TX","29.35599","-98.4891","NULL","NULL","NULL","NULL","www.stvt.edu/","NULL","NULL","NULL",2306808,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5933","Concorde Career College-Dallas","Dallas","TX","32.91856","-96.741711","NULL","NULL","NULL","NULL","www.concorde.edu","0.9437","NULL","NULL",887101,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5934","Concorde Career Institute-Orlando","Orlando","FL","28.55984","-81.340421","NULL","NULL","NULL","NULL","www.concorde.edu","0.8247","NULL","NULL",2089601,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5935","Concorde Career College-San Antonio","San Antonio","TX","29.49003","-98.582351","NULL","NULL","NULL","NULL","www.concorde.edu","0.9225","NULL","NULL",2361602,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5936","Ecotech Institute","Aurora","CO","39.69124","-104.827071","NULL","NULL","NULL","NULL","www.ecotechinstitute.com","NULL","13392","13392",3010622,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5937","Johnson & Wales University-Online","Providence","RI","41.819956","-71.41277","NULL","NULL","NULL","NULL","online.jwu.edu/?_ga=2.244666885.1432107725.1502198571-1382828486.1499961993","0.4483","14823","14823",340400,"NULL","NULL","NULL","NULL","77.6699981689453","12.8500003814697","2.86999988555908","10.3900003433227"
"5938","Johnson & Wales University-Online","Providence","RI","41.819956","-71.41277","NULL","NULL","NULL","NULL","online.jwu.edu/?_ga=2.244666885.1432107725.1502198571-1382828486.1499961993","0.4483","14823","14823",340400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5939","Altierus Career College-Fort Worth South","Ft Worth","TX","32.687914","-97.325243","NULL","NULL","NULL","NULL","https://www.altierus.org/campus/fort-worth-south","NULL","12510","12510",450303,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5940","Virginia International University","Fairfax","VA","38.84905","-77.347751","NULL","NULL","NULL","NULL","www.viu.edu","0.2529","9608","10328",4144000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5941","Geisinger-Lewistown Hospital School of Nursing","Lewistown","PA","40.619424","-77.567654","NULL","NULL","NULL","NULL","www.geisinger.org","0.52","23093","23093",4175900,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5942","Moreno Valley College","Moreno Valley","CA","33.88744","-117.20271","NULL","NULL","NULL","NULL","www.mvc.edu/","NULL","1416","7746",4173500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5943","Brittany Beauty Academy","New York","NY","40.753","-73.992411","NULL","NULL","NULL","NULL","hairdesigninstitute.edu","NULL","NULL","NULL",2105901,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5944","Onondaga School of Therapeutic Massage-Rochester","Rochester","NY","43.159086","-77.584781","NULL","NULL","NULL","NULL","www.ostm.edu/","NULL","NULL","NULL",4155301,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5945","Norco College","Norco","CA","33.917387","-117.570212","NULL","NULL","NULL","NULL","www.norcocollege.edu/Pages/index.aspx","NULL","1416","7746",4176100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5946","Dorsey Business Schools-Saginaw","Saginaw","MI","43.47055","-83.973056","NULL","NULL","NULL","NULL","www.dorsey.edu","NULL","19872","19872",469208,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5947","Milan Institute of Cosmetology-La Quinta","La Quinta","CA","33.711954","-116.288341","NULL","NULL","NULL","NULL","www.milaninstitute.edu","NULL","NULL","NULL",2248210,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5948","Milan Institute-Nampa","Nampa","ID","43.600244","-116.594362","NULL","NULL","NULL","NULL","www.milaninstitute.edu","NULL","NULL","NULL",3422303,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5949","Milan Institute of Cosmetology-El Paso","El Paso","TX","31.749325","-106.300156","NULL","NULL","NULL","NULL","www.milaninstitute.edu","NULL","NULL","NULL",2248211,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5950","Universal Technical Institute - Dallas Fort Worth","Irving","TX","32.93806","-97.012741","NULL","NULL","NULL","NULL","www.uti.edu","NULL","NULL","NULL",2362003,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5951","Finger Lakes School of Massage","Mt. Kisco","NY","41.21715","-73.718373","NULL","NULL","NULL","NULL","www.flsm.com/","NULL","NULL","NULL",4167601,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5952","Salter School of Nursing and Allied Health","Manchester","NH","42.997765","-71.468655","NULL","NULL","NULL","NULL","www.salternursing.com","NULL","NULL","NULL",466607,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5953","Harris School of Business-Upper Darby Campus","Upper Darby","PA","39.960924","-75.259226","NULL","NULL","NULL","NULL","www.harrisschool.edu","NULL","NULL","NULL",2104003,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5954","Brown Mackie College-San Antonio","San Antonio","TX","29.494466","-98.555463","NULL","NULL","NULL","NULL","www.brownmackie.edu/locations/san-antonio","NULL","NULL","NULL",4051332,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5955","Cortiva Institute-New Jersey","Wall","NJ","40.150539","-74.096838","NULL","NULL","NULL","NULL","https://www.cortiva.com","NULL","9944","9944",3766301,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5956","Cambridge Junior College-Woodland","Woodland","CA","38.677678","-121.77436","NULL","NULL","NULL","NULL","www.cambridge.edu","0.8148","NULL","NULL",3874301,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5957","ICPR Junior College-Manati","Manatí","PR","18.429025","-66.493841","NULL","NULL","NULL","NULL","www.icprjc.edu","NULL","6540","6540",1194004,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5958","Ridley-Lowell Business & Technical Institute-Danbury","Danbury","CT","41.388771","-73.428934","NULL","NULL","NULL","NULL","www.ridley.edu","NULL","NULL","NULL",2112302,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5959","Artistic Nails and Beauty Academy-Lakeland","Lakeland","FL","28.053634","-81.94718","NULL","NULL","NULL","NULL","www.artisticbeautyschool.com/","NULL","NULL","NULL",3816301,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5960","American Sentinel University","Aurora","CO","39.67661","-104.831161","NULL","NULL","NULL","NULL","www.americansentinel.edu","NULL","NULL","NULL",4127700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5961","Tribeca Flashpoint College","Chicago","IL","41.88278","-87.631164","NULL","NULL","NULL","NULL","www.tribecaflashpoint.edu/","0.9767","27454","27454",4195600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5962","Hawaii Medical College","Honolulu","HI","21.295112","-157.847678","NULL","NULL","NULL","NULL","www.hmi.edu","NULL","17434","17434",4182200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5963","Carolina College of Hair Design","Asheville","NC","35.594178","-82.534296","NULL","NULL","NULL","NULL","carolinacollege.com","NULL","NULL","NULL",4178100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5964","Virginia College-Baton Rouge","Baton Rouge","LA","30.458919","-91.094512","NULL","NULL","NULL","NULL","www.vc.edu","NULL","14632","14632",3010624,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5965","Remington College-Heathrow Campus","Lake Mary","FL","28.784765","-81.359465","NULL","NULL","NULL","NULL","www.remingtoncollege.edu/","NULL","11901","11901",3026510,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5966","College of Massage Therapy","Blackfoot","ID","43.193422","-112.346975","NULL","NULL","NULL","NULL","www.collegemassagetherapy.com","NULL","NULL","NULL",4168600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5967","Miller-Motte College-Jacksonville","Jacksonville","NC","34.753428","-77.41384","NULL","NULL","NULL","NULL","www.miller-motte.edu","NULL","10560","10560",499205,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5968","Miller-Motte Technical College-Augusta","Augusta","GA","33.494994","-82.086986","NULL","NULL","NULL","NULL","www.miller-motte.edu","NULL","10920","10920",2614207,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5969","Miller-Motte Technical College-Conway","Conway","SC","33.788822","-78.993461","NULL","NULL","NULL","NULL","www.miller-motte.edu","NULL","10080","10080",499204,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5970","Virginia College-Macon","Macon","GA","32.812683","-83.679622","NULL","NULL","NULL","NULL","www.vc.edu","NULL","14632","14632",3010623,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5971","Virginia College-Spartanburg","Spartanburg","SC","34.936213","-82.006105","NULL","NULL","NULL","NULL","www.vc.edu","NULL","14632","14632",3010626,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5972","Aveda Institute-Portland","Portland","OR","45.525507","-122.68474","NULL","NULL","NULL","NULL","avedapdx.com","NULL","NULL","NULL",4171400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5973","Chamberlain University-Virginia","Arlington","VA","38.852326","-77.050273","NULL","NULL","NULL","NULL","www.chamberlain.edu","0.4444","19230","19230",638506,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5974","Stevens-Henager College","Boise","ID","43.591087","-116.27829","NULL","NULL","NULL","NULL","www.stevenshenager.edu/","NULL","16968","16968",367406,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5975","Penrose Academy","Scottsdale","AZ","33.608309","-111.927617","NULL","NULL","NULL","NULL","penrose.edu/","NULL","NULL","NULL",4175300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5976","Virginia College-Richmond","Richmond","VA","37.503085","-77.529026","NULL","NULL","NULL","NULL","www.vc.edu","NULL","14632","14632",3010625,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5977","Skin Institute","Saint Louis","MO","38.527717","-90.364232","NULL","NULL","NULL","NULL","www.skininstitute.edu","NULL","NULL","NULL",4174000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5978","Beauty Academy of South Florida","Hialeah Gardens","FL","25.86289","-80.323571","NULL","NULL","NULL","NULL","www.basf.edu","NULL","NULL","NULL",4170300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5979","Ogle School Hair Skin Nails-North Dallas","Dallas","TX","32.984161","-96.803615","NULL","NULL","NULL","NULL","www.ogleschool.edu","NULL","NULL","NULL",2230502,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5980","The Salon Professional Academy-North Little Rock","North Little Rock","AR","34.797722","-92.256746","NULL","NULL","NULL","NULL","littlerockbeautyschool.com/","NULL","NULL","NULL",4183400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5981","The Salon Professional Academy-St Charles","St. Charles","MO","38.788891","-90.538719","NULL","NULL","NULL","NULL","tspastlouis.com","NULL","NULL","NULL",4170600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5982","American College for Medical Careers","Orlando","FL","28.470997","-81.402271","NULL","NULL","NULL","NULL","www.acmc.edu","NULL","NULL","NULL",466610,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5983","Mildred Elley-New York Campus","New York","NY","40.705781","-74.014004","NULL","NULL","NULL","NULL","www.mildred-elley.edu","NULL","12165","12165",2219503,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5984","National Paralegal College","Phoenix","AZ","33.530663","-112.064275","NULL","NULL","NULL","NULL","nationalparalegal.edu","NULL","7995","7995",4157400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5985","Carolina College of Biblical Studies","Fayetteville","NC","35.05141","-78.939514","NULL","NULL","NULL","NULL","ccbs.edu","NULL","5325","5325",4154200,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5986","Allstate Hairstyling & Barber College","Cleveland","OH","41.484002","-81.704403","NULL","NULL","NULL","NULL","www.allstatehairstyling.com","NULL","NULL","NULL",2324400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5987","Oxford Graduate School","Dayton","TN","35.468142","-85.053774","NULL","NULL","NULL","NULL","www.ogs.edu/","NULL","NULL","NULL",3840300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5988","Jung Tao School of Classical Chinese Medicine","Sugar Grove","NC","36.263233","-81.785303","NULL","NULL","NULL","NULL","www.jungtao.edu","NULL","NULL","NULL",4073300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5989","New York Film Academy","Burbank","CA","34.152076","-118.335567","NULL","NULL","NULL","NULL","www.nyfa.edu","NULL","28000","28000",4118800,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5990","The Collective School Of Music","New York","NY","40.7379","-73.996851","NULL","NULL","NULL","NULL","thecollective.edu/","NULL","30250","30250",4131500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5991","International College of Cosmetology","Oakland","CA","37.774887","-122.220803","NULL","NULL","NULL","NULL","www.icoc.edu","NULL","NULL","NULL",4145600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5992","Bella Capelli Academy","Monroeville","PA","40.432494","-79.781672","NULL","NULL","NULL","NULL","monroeville.paulmitchell.edu/","NULL","NULL","NULL",4151700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5993","Institute of Medical Careers","Pittsburgh","PA","40.465286","-79.823825","NULL","NULL","NULL","NULL","https://www.imbc.edu","NULL","NULL","NULL",4155100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5994","Toni & Guy Hairdressing Academy-Modesto","Modesto","CA","37.677278","-120.995442","NULL","NULL","NULL","NULL","modesto.toniguy.edu/","NULL","NULL","NULL",4156100,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5995","Georgia Christian University","Atlanta","GA","33.928319","-84.26793","NULL","NULL","NULL","NULL","www.gcuniv.edu","NULL","5125","5125",4156500,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5996","Flagler Technical Institute","Palm Coast","FL","29.47629","-81.211337","NULL","NULL","NULL","NULL","fti.flaglerschools.com","NULL","NULL","NULL",4158300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5997","Galaxy Medical College","North Hollywood","CA","34.186976","-118.396209","NULL","NULL","NULL","NULL","www.galaxymedicalcollege.edu","1","NULL","NULL",4159600,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5998","American Medical Sciences Center","Glendale","CA","34.147117","-118.256991","NULL","NULL","NULL","NULL","www.amsc.edu","NULL","NULL","NULL",4159700,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
